"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Alliant Visa","","09/15/2019","Blondies","Archive: Browns/Jets Trip","Archive","Browns/Jets Trip","",$37.37,$0.00,"Cleared"
"Alliant Visa","","09/15/2019","Lyft","Archive: Browns/Jets Trip","Archive","Browns/Jets Trip","ride after dinner sunday",$35.55,$0.00,"Cleared"
"Alliant Visa","","09/15/2019","Roche Brothers Natick MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$21.59,$0.00,"Cleared"
"Alliant Visa","","09/15/2019","Bos Term C Camden Food","Archive: Browns/Jets Trip","Archive","Browns/Jets Trip","",$15.10,$0.00,"Cleared"
"Alliant Visa","","09/15/2019","Amazon","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","network switch",$12.74,$0.00,"Cleared"
"Alliant Visa","","09/15/2019","Amazon","True Expenses: Household Items/Personal Care/Wellness","True Expenses","Household Items/Personal Care/Wellness","oil sprayer",$11.99,$0.00,"Cleared"
"Alliant Visa","","09/14/2019","Get Your Guide Operations DE","Extras: October 2019 WC Trip!","Extras","October 2019 WC Trip!","",$46.00,$0.00,"Cleared"
"Alliant Visa","","09/14/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.84,$0.00,"Cleared"
"Alliant Visa","","09/14/2019","Bose Corporate Cenframingham MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.60,$0.00,"Cleared"
"USAA Checking","","09/13/2019","Capital One Online Payment 9447","Immediate Obligations: Furniture Payments","Immediate Obligations","Furniture Payments","",$114.00,$0.00,"Cleared"
"Alliant Visa","","09/13/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.11,$0.00,"Cleared"
"DCFSA","","09/13/2019","Payroll Deduction","Immediate Obligations: Child Care","Immediate Obligations","Child Care","",$0.00,$192.31,"Cleared"
"Alliant Visa","","09/13/2019","Alliant Cash Back Credit","Extras: Disposable Income","Extras","Disposable Income","",$0.00,$235.00,"Cleared"
"USAA Checking","","09/12/2019","Transfer : Alliant Visa","","","","",$1956.10,$0.00,"Cleared"
"Alliant Visa","","09/12/2019","Google You Tube Tv","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$49.99,$0.00,"Cleared"
"Alliant Visa","","09/12/2019","Cumberland Farms Framingham MA","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$31.75,$0.00,"Cleared"
"Alliant Visa","","09/12/2019","Amazon","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","cat litter",$20.07,$0.00,"Cleared"
"Alliant Visa","","09/12/2019","Peach Labs Inc","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.69,$0.00,"Cleared"
"Alliant Visa","","09/12/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.84,$0.00,"Cleared"
"Alliant Visa","","09/12/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$4.19,$0.00,"Cleared"
"Alliant Visa","","09/12/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.74,$0.00,"Cleared"
"USAA Checking","","09/12/2019","Harvard Universi","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$943.05,"Cleared"
"USAA Checking","","09/12/2019","Bose Corporation","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1653.43,"Cleared"
"Alliant Visa","","09/12/2019","Transfer : USAA Checking","","","","",$0.00,$1956.10,"Cleared"
"Alliant Visa","","09/11/2019","SC Mini Miracles","Immediate Obligations: Child Care","Immediate Obligations","Child Care","",$664.00,$0.00,"Cleared"
"Alliant Visa","","09/11/2019","Amazon","True Expenses: Gifts","True Expenses","Gifts","baby shower gifts",$49.16,$0.00,"Cleared"
"Alliant Visa","","09/11/2019","E Z Pass MA","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$20.00,$0.00,"Cleared"
"Alliant Visa","","09/11/2019","Harvard Parking","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$19.00,$0.00,"Cleared"
"Alliant Visa","","09/11/2019","Fooda Inc","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$14.00,$0.00,"Cleared"
"Alliant Visa","","09/11/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.84,$0.00,"Cleared"
"Alliant Visa","","09/11/2019","AMZ*The Washington P     help@wa","True Expenses: News","True Expenses","News","",$3.99,$0.00,"Cleared"
"Alliant Visa","","09/11/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.94,$0.00,"Cleared"
"Alliant Visa","","09/11/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.70,$0.00,"Cleared"
"Alliant Visa","","09/10/2019","Tm San Francisco 49 Er","Extras: October 2019 WC Trip!","Extras","October 2019 WC Trip!","",$1712.00,$0.00,"Cleared"
"USAA Checking","","09/10/2019","Transfer : Alliant Visa","","","","",$1040.11,$0.00,"Cleared"
"Alliant Visa","","09/10/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.38,$0.00,"Cleared"
"USAA Checking","","09/10/2019","Venmo","Extras: October 2019 WC Trip!","Extras","October 2019 WC Trip!","ticket reimb",$0.00,$856.00,"Cleared"
"Alliant Visa","","09/10/2019","Transfer : USAA Checking","","","","",$0.00,$1040.11,"Cleared"
"Alliant Visa","","09/09/2019","Craigie On Main Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$209.78,$0.00,"Cleared"
"USAA Checking","","09/09/2019","Zelle: Vivian Rose","True Expenses: Home Maintenance","True Expenses","Home Maintenance","seed stuff",$36.16,$0.00,"Cleared"
"Alliant Visa","","09/09/2019","Peach Labs Inc","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.83,$0.00,"Cleared"
"Alliant Visa","","09/09/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$6.82,$0.00,"Cleared"
"Alliant Visa","","09/09/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.74,$0.00,"Cleared"
"Alliant Visa","","09/09/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.56,$0.00,"Cleared"
"USAA Checking","","09/09/2019","Google Pay Rffw","Extras: Disposable Income","Extras","Disposable Income","car payment from Ryo",$0.00,$571.43,"Cleared"
"Alliant Visa","","09/07/2019","Grubhubkruakhunyahtha","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$100.00,$0.00,"Cleared"
"Alliant Visa","","09/07/2019","New York Times Digital","True Expenses: News","True Expenses","News","",$25.00,$0.00,"Cleared"
"Alliant Visa","","09/07/2019","Bose R&D Framingham MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.26,$0.00,"Cleared"
"Alliant Visa","","09/07/2019","Laverdes Market Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$5.78,$0.00,"Cleared"
"Alliant Visa","","09/06/2019","Slice Mingalienstratto Slicelife.Comny","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$68.17,$0.00,"Cleared"
"USAA Checking","","09/05/2019","Venmo Payment","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","wolfe's tavern",$68.00,$0.00,"Cleared"
"USAA Checking","","09/05/2019","Check #1465","True Expenses: Pet Expenses (excluding food and litter, which are groceries)","True Expenses","Pet Expenses (excluding food and litter, which are groceries)","catsitting labor day",$45.00,$0.00,"Cleared"
"Alliant Visa","","09/05/2019","Bidmc Freshii","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","snack for em waiting ",$13.30,$0.00,"Cleared"
"Alliant Visa","","09/05/2019","Bidmc Main Feldberg Garag","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$12.00,$0.00,"Cleared"
"Alliant Visa","","09/05/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.65,$0.00,"Cleared"
"USAA Checking","","09/05/2019","Bose Corporation Expense","Immediate Obligations: Phone Bill","Immediate Obligations","Phone Bill","",$0.00,$65.32,"Cleared"
"USAA Checking","","09/05/2019","Bose Corporation","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1654.36,"Cleared"
"USAA Checking","","09/04/2019","Venmo Payment","Extras: Disposable Income","Extras","Disposable Income","geaglers ",$20.00,$0.00,"Cleared"
"Alliant Visa","","09/04/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$10.75,$0.00,"Cleared"
"Alliant Visa","","09/04/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.74,$0.00,"Cleared"
"USAA Checking","","09/03/2019","Jpmorgan Chase Chase","Immediate Obligations: Mortgage","Immediate Obligations","Mortgage","",$3169.63,$0.00,"Cleared"
"Alliant Visa","","09/03/2019","USAA Insurance Payment","Immediate Obligations: Home/Auto/Umbrella Insurance","Immediate Obligations","Home/Auto/Umbrella Insurance","",$340.77,$0.00,"Cleared"
"USAA Checking","","09/03/2019","Venmo Payment","Extras: Disposable Income","Extras","Disposable Income","bose fantasy league",$50.00,$0.00,"Cleared"
"Alliant Visa","","09/03/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$11.60,$0.00,"Cleared"
"Alliant Visa","","09/03/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.94,$0.00,"Cleared"
"Alliant Visa","","09/02/2019","Wegmans Natick Natick MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$152.20,$0.00,"Cleared"
"Alliant Visa","","09/02/2019","Exxonmobil Sanbornville NH","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$18.37,$0.00,"Cleared"
"Alliant Visa","","09/02/2019","Exxonmobil Sanbornville NH","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","snacks",$12.95,$0.00,"Cleared"
"Alliant Visa","","09/02/2019","Wegmans Natick Natick MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.15,$0.00,"Cleared"
"Alliant Visa","","09/02/2019","Wegmans Natick Natick MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$9.09,$0.00,"Cleared"
"Alliant Visa","","09/01/2019","Rcn Cable Phone Intern PA","Immediate Obligations: Internet and Streaming TV","Immediate Obligations","Internet and Streaming TV","",$58.16,$0.00,"Cleared"
"Alliant Visa","","09/01/2019","Cko Patreon Membership","True Expenses: News","True Expenses","News","",$5.00,$0.00,"Cleared"
"Wealthfront Savings","","09/01/2019","Interest Automated Transaction Interest","Extras: Disposable Income","Extras","Disposable Income","",$0.00,$39.52,"Cleared"
"HSA","","08/31/2019","Interest Paid","True Expenses: Health/Medical (HSA-qualified)","True Expenses","Health/Medical (HSA-qualified)","",$0.00,$0.09,"Cleared"
"USAA Checking","","08/30/2019","Transfer : Alliant Visa","","","","",$1796.43,$0.00,"Cleared"
"Alliant Visa","","08/30/2019","NH Liquor Store #39 Wolfeboro Falnh","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","wentworth booze",$69.97,$0.00,"Cleared"
"Alliant Visa","","08/30/2019","Route 16 Dairy Bar LLC Ossipee NH","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$14.60,$0.00,"Cleared"
"Alliant Visa","","08/30/2019","Harverst Market Wol Wolfeboro NH","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.97,$0.00,"Cleared"
"Alliant Visa","","08/30/2019","Bose R&D Framingham MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.80,$0.00,"Cleared"
"DCFSA","","08/30/2019","Payroll Deduction","Immediate Obligations: Child Care","Immediate Obligations","Child Care","",$0.00,$192.30,"Cleared"
"Alliant Visa","","08/30/2019","Transfer : USAA Checking","","","","",$0.00,$1796.43,"Cleared"
"Alliant Visa","","08/29/2019","Exxonmobil Framingham MA","Immediate Obligations: Transportation","Immediate Obligations","Transportation","",$28.28,$0.00,"Cleared"
"Alliant Visa","","08/29/2019","Cke Mauro's Village Cafe Southborough MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$16.57,$0.00,"Cleared"
"Alliant Visa","","08/29/2019","Speedway Framingham MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","snacks",$12.41,$0.00,"Cleared"
"Alliant Visa","","08/29/2019","Exxonmobil Framingham MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","milk",$1.99,$0.00,"Cleared"
"USAA Checking","","08/29/2019","Harvard Universi","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$943.07,"Cleared"
"USAA Checking","","08/29/2019","Bose Corporation","Inflow: To be Budgeted","Inflow","To be Budgeted","",$0.00,$1654.34,"Cleared"
"Alliant Visa","","08/28/2019","SC Mini Miracles","Immediate Obligations: Child Care","Immediate Obligations","Child Care","",$664.00,$0.00,"Cleared"
"Alliant Visa","","08/28/2019","Spotify USA","True Expenses: Streaming Music","True Expenses","Streaming Music","",$14.99,$0.00,"Cleared"
"Alliant Visa","","08/28/2019","Fooda Inc","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.00,$0.00,"Cleared"
"Alliant Visa","","08/28/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$8.03,$0.00,"Cleared"
"Alliant Visa","","08/28/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.94,$0.00,"Cleared"
"Alliant Visa","","08/28/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.70,$0.00,"Cleared"
"USAA Checking","","08/28/2019","Interest Paid","Extras: Disposable Income","Extras","Disposable Income","",$0.00,$0.13,"Cleared"
"USAA Checking","","08/27/2019","Eversource Web Pay","Immediate Obligations: Electric","Immediate Obligations","Electric","",$209.46,$0.00,"Cleared"
"Alliant Visa","","08/27/2019","Peach Labs Inc","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.83,$0.00,"Cleared"
"USAA Checking","","08/27/2019","Eversource Web Pay","Immediate Obligations: Gas","Immediate Obligations","Gas","",$11.93,$0.00,"Cleared"
"Alliant Visa","","08/27/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$7.38,$0.00,"Cleared"
"Alliant Visa","","08/27/2019","Harvard Campus Services Cambridge MA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$2.30,$0.00,"Cleared"
"Alliant Visa","","08/27/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.94,$0.00,"Cleared"
"Alliant Visa","","08/27/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.70,$0.00,"Cleared"
"Alliant Visa","","08/27/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$1.56,$0.00,"Cleared"
"Alliant Visa","","08/26/2019","Google Pay G.Co Walleth#Ca","Extras: Disposable Income","Extras","Disposable Income","leaguendary fee",$50.00,$0.00,"Cleared"
"Alliant Visa","","08/26/2019","Google Pay G.Co Walleth#Ca","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","draft food",$41.00,$0.00,"Cleared"
"Alliant Visa","","08/26/2019","Google Google Storage G.Co Helppay#Ca","True Expenses: Annual Expenses","True Expenses","Annual Expenses","google one sub",$29.99,$0.00,"Cleared"
"Alliant Visa","","08/26/2019","Peach Labs Inc","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$12.83,$0.00,"Cleared"
"Alliant Visa","","08/26/2019","Market@Work Renton WA","Immediate Obligations: Food and Groceries","Immediate Obligations","Food and Groceries","",$3.95,$0.00,"Cleared"
